State,Annual average
UT,227300
NH,348400
NC,78100
OK,92825
KY,215541.67
MT,186366.67
IL,314425
MA,235475
NJ,331791.67
NJ,442883.33
NY,127933.33
PA,207908.33
MI,167933.33
FL,304883.33
MI,142125
FL,50566.67
MI,105450
MN,206800
GA,155133.33
MO,66316.67
OH,90708.33
KS,154391.67
TX,146183.33
CA,576291.67
SC,446425
CT,409091.67
IL,182783.33
OK,98866.67
TX,167716.67
WA,325641.67
NH,238150
TN,283841.67
MN,147733.33
MO,68200
MN,142200
NC,254608.33
MN,227658.33
WI,227775
AZ,269858.33
NY,599241.67
MI,93175
NH,240758.33
OR,289675
MD,368175
AL,56950
OR,339091.67
VA,82816.67
OH,121091.67
MN,220833.33
NH,202416.67
IN,160558.33
IN,196808.33
WI,130750
PA,293041.67
OH,111708.33
FL,235458.33
TX,284241.67
PA,218991.67
MD,289125
CA,380183.33
CA,823583.33
KY,153166.67
PA,577333.33
OH,95108.33
IL,103208.33
CA,291083.33
MA,340300
AR,80225
OR,375966.67
IA,225966.67
NV,427825
NJ,307975
IL,193858.33
NC,110541.67
GA,93108.33
GA,117858.33
NH,316316.67
PA,120700
IN,190116.67
NH,347583.33
PA,89066.67
FL,166600
TN,147308.33
OH,120241.67
NJ,380125
OH,108091.67
NJ,391083.33
NY,121616.67
NY,177075
OH,109658.33
ID,1321833.33
KS,97858.33
AZ,95158.33
WV,128516.67
VA,242608.33
MT,134475
IN,132025
MT,133500
OK,130325
CO,373766.67
NH,140083.33
NY,131775
NC,246050
MS,83308.33
OH,70950
GA,172916.67
OH,97200
VA,45716.67
NC,135175
TN,91166.67
CA,513841.67
NY,224758.33
GA,191150
OH,145175
OH,124475
NY,129516.67
IL,121500
IN,164525
IL,187508.33
PA,106316.67
PA,204758.33
GA,147258.33
PA,214033.33
MD,177000
NC,54966.67
TX,153391.67
TX,98758.33
MD,218616.67
WI,118233.33
MT,270558.33
HI,697683.33
AL,111591.67
IN,151408.33
IL,183541.67
OK,68066.67
AL,95925
MN,191283.33
MN,251008.33
NJ,273750
NJ,336266.67
WA,265966.67
NY,254725
TX,130241.67
MA,346933.33
NY,504650
PA,144325
MO,127241.67
NH,257433.33
AL,57466.67
IN,133166.67
CA,1011116.67
TN,182375
NJ,463366.67
NY,179433.33
KS,68741.67
MA,547616.67
NY,147800
PA,187158.33
AL,301291.67
MI,106375
MN,174875
IL,241183.33
MO,124458.33
NY,242958.33
VA,243566.67
WI,141083.33
NY,528033.33
WA,628241.67
ME,180691.67
NY,118366.67
NY,129475
TX,262683.33
NH,460083.33
OH,77883.33
MN,378658.33
MO,88075
MO,127483.33
NE,154558.33
MI,98675
MO,114091.67
WI,132666.67
AL,138200
NY,363583.33
NC,332475
NC,168708.33
GA,124650
VA,309966.67
MN,156416.67
IN,145991.67
CA,956591.67
NH,226308.33
PA,158683.33
MO,112983.33
FL,190033.33
IN,190325
TX,72150
NM,313150
HI,217691.67
NY,542908.33
SC,99216.67
CO,490916.67
CA,339433.33
NJ,513325
NY,72766.67
ID,233100
NY,109683.33
PA,113741.67
MS,120425
MI,74250
CA,416625
IL,64466.67
NY,484550
TX,246991.67
ME,165883.33
NJ,563666.67
PA,194200
AL,134750
NY,69075
IL,80641.67
CO,349150
MA,304941.67
MI,152866.67
IA,128291.67
IL,96925
NC,136533.33
NY,127891.67
NC,142191.67
MI,114866.67
NH,294450
PA,65100
MD,272616.67
SC,190008.33
NC,135725
MS,79116.67
MI,329900
TX,63116.67
CA,691925
WI,148258.33
ID,201441.67
NM,204450
NJ,543908.33
IN,133691.67
CA,416000
VT,360558.33
TN,147983.33
NH,208358.33
NJ,656450
VA,249808.33
FL,138075
MN,230800
OH,112033.33
MN,186825
MO,83383.33
KS,58483.33
NY,115616.67
VA,174933.33
LA,165783.33
LA,153216.67
NY,115408.33
VA,100258.33
PA,163658.33
TN,81366.67
TX,95250
TN,91150
KS,78308.33
LA,74400
OH,189058.33
AR,138775
PA,217766.67
CA,1103558.33
OR,184591.67
VT,323158.33
NY,168750
NY,125625
MD,113566.67
OH,162883.33
WI,159575
WI,204266.67
TN,285041.67
OK,114616.67
ME,195200
NC,85166.67
CA,931616.67
DE,187950
VT,192433.33
IL,157333.33
TX,58916.67
WA,461608.33
ME,156266.67
PA,967950
IN,144266.67
MI,166533.33
NY,402283.33
PA,143433.33
TX,49933.33
OR,347141.67
NY,861741.67
PA,208866.67
WI,298516.67
VA,105241.67
MI,185241.67
GA,149325
MN,103875
MN,187408.33
NY,95466.67
TX,106425
NJ,552058.33
NJ,355241.67
AR,100475
TX,105750
CA,427858.33
NY,216408.33
MD,322391.67
MD,436991.67
ME,178108.33
NY,109825
CO,452958.33
PA,153950
ID,168183.33
PA,143133.33
PA,223858.33
MN,251025
OR,201208.33
ME,178458.33
VA,261941.67
FL,89816.67
NY,70800
AL,95066.67
KY,147308.33
PA,65866.67
OH,98325
TN,176508.33
WI,197500
MA,513033.33
MA,278241.67
MA,215483.33
PA,124341.67
TN,79775
TX,100200
WA,523000
NM,179966.67
PA,124783.33
VA,409816.67
WI,244866.67
AR,91808.33
MA,653650
IL,152616.67
NH,199966.67
NY,97458.33
NV,400341.67
MA,570741.67
NJ,354575
TN,61316.67
IL,140625
PA,120425
HI,734725
NY,210416.67
WA,583191.67
FL,244708.33
CA,505416.67
NC,80983.33
MI,64341.67
NY,325225
KY,90941.67
WI,168891.67
IA,121958.33
OR,341325
LA,135991.67
CO,256016.67
IA,188525
MO,156650
NC,136825
AL,114816.67
OH,151908.33
NH,263458.33
NJ,224891.67
PA,161375
GA,155300
TN,185633.33
PA,164766.67
TN,234175
CA,274975
PA,177508.33
MD,461658.33
CT,258441.67
NC,73333.33
OH,143941.67
MD,442175
TN,98883.33
TN,76400
OH,81441.67
IL,165183.33
TX,169250
TN,157483.33
MI,108900
CA,351541.67
NY,98700
PA,188141.67
MO,76316.67
AL,71766.67
NY,147833.33
TX,66141.67
CA,617883.33
IN,85541.67
WI,172658.33
IL,149966.67
FL,247791.67
WI,150458.33
MO,225800
NY,198183.33
FL,221250
PA,98133.33
VA,236625
TN,162108.33
NH,336141.67
NY,178683.33
IL,406883.33
PA,88066.67
FL,162708.33
MI,155375
MN,151733.33
TX,90883.33
CA,370841.67
NH,336416.67
PA,164708.33
VA,137141.67
KS,78025
NJ,751816.67
NH,136741.67
WA,171816.67
NY,171933.33
SC,76275
MD,218925
OH,138550
MN,171700
IL,127925
MI,340233.33
NH,273108.33
PA,116450
OH,135591.67
NY,612533.33
NY,212425
KS,156841.67
NY,481041.67
NY,256550
MA,765625
FL,270225
KS,65941.67
NC,80075
IN,123758.33
OH,215625
WI,134000
LA,174366.67
ID,158891.67
NY,168533.33
MO,80566.67
NH,279891.67
NJ,398083.33
NY,115525
MD,425908.33
IN,155616.67
CO,421408.33
NY,158516.67
AR,140958.33
PA,111325
ME,234750
MI,170875
WI,228666.67
IA,248400
NH,333550
TN,65558.33
NY,496916.67
MS,143791.67
LA,111083.33
VT,512058.33
MD,174083.33
IA,218066.67
CA,149033.33
NY,293866.67
FL,168750
MA,320000
OH,263841.67
IL,93766.67
NH,198225
CA,374650
TN,199083.33
NH,112391.67
NY,75750
NH,150266.67
CA,340850
PA,154775
NC,132700
WI,83500
AZ,202375
PA,41158.33
KY,56925
MA,253075
PA,141691.67
IN,104583.33
UT,269441.67
WA,159983.33
VT,448491.67
IN,173266.67
SC,225366.67
AL,144791.67
WI,266658.33
MN,152158.33
AR,255225
TN,216625
OH,133583.33
NY,133200
PA,155908.33
OH,138591.67
IL,52775
VA,243833.33
FL,161575
MO,136691.67
MA,318058.33
MI,176166.67
WI,217816.67
TX,136766.67
NJ,207225
SC,411325
OH,103833.33
IN,105250
MI,161366.67
OK,77083.33
VA,66166.67
NC,183741.67
MI,160008.33
IL,116608.33
NJ,594491.67
PA,196033.33
IL,89066.67
WI,189933.33
MN,288250
FL,95033.33
TX,135508.33
RI,268766.67
KS,92908.33
AL,133625
MO,264783.33
NH,290658.33
NY,162441.67
MN,194358.33
NY,244233.33
IL,81958.33
AL,141150
MN,238250
NY,130558.33
GA,124583.33
TN,65450
IN,141083.33
MD,233966.67
PA,171708.33
SC,72541.67
AL,216291.67
TN,87433.33
OK,98816.67
IA,175675
NY,89183.33
PA,138191.67
NH,211100
NY,249475
AL,153416.67
NE,196716.67
TX,224725
MN,177141.67
NY,157666.67
NY,150400
PA,80533.33
PA,151533.33
TN,79933.33
WI,410825
KS,37833.33
TN,103366.67
OK,100725
WA,257541.67
ME,124883.33
IA,196350
IN,49900
WI,228458.33
CA,255141.67
NY,150208.33
NY,73025
CA,397150
SC,49925
AL,80775
NJ,296991.67
MN,212675
TX,97583.33
NY,3110216.67
NY,109741.67
NY,105475
TX,121283.33
CA,173325
OH,142650
LA,163308.33
TX,83416.67
NY,165241.67
IN,69200
CO,486633.33
TX,174675
OR,228733.33
VT,182358.33
NY,107900
AR,115958.33
CA,244808.33
NY,225833.33
MI,115416.67
OR,284491.67
MD,245233.33
WI,130258.33
WI,146525
TN,53091.67
OH,224483.33
KS,161925
MS,68383.33
KY,111300
ME,171091.67
TN,104958.33
SC,148616.67
TN,147741.67
LA,89858.33
NC,163258.33
RI,330658.33
NJ,166525
TX,64741.67
WA,206225
MA,801916.67
NY,138116.67
OK,57408.33
GA,171458.33
MI,118425
NY,326500
NC,233450
FL,1081425
NH,124133.33
NY,99191.67
NY,76250
AR,104083.33
AZ,97250
VA,178858.33
FL,170316.67
OH,70116.67
TN,51541.67
CO,131700
WV,93491.67
NC,86766.67
MI,189033.33
MO,112075
NE,118616.67
OK,83766.67
PA,135608.33
NC,154091.67
OH,172291.67
NY,135125
WI,210108.33
OK,75500
ME,252858.33
AL,95600
WI,169666.67
MO,122825
NC,73250
AL,67958.33
TN,88208.33
GA,184025
MI,162975
PA,193408.33
GA,96641.67
FL,99233.33
MI,118716.67
NJ,332591.67
NC,128341.67
IN,129783.33
MN,171116.67
TX,82491.67
WI,100558.33
OK,93783.33
PA,161700
NY,190616.67
NY,269616.67
OH,139433.33
MN,171833.33
OK,79208.33
MO,157333.33
PA,158308.33
FL,85808.33
OH,198641.67
MN,194341.67
MO,167908.33
IN,124633.33
TX,91233.33
TX,121941.67
NJ,538216.67
ID,112133.33
NJ,248225
PA,122883.33
OK,40483.33
CO,456141.67
CT,281450
PA,143916.67
VA,191983.33
MN,136716.67
OK,75625
CA,656883.33
NY,145508.33
CO,576675
KS,86041.67
NY,107133.33
LA,167941.67
OR,442541.67
PA,131991.67
TN,98600
IL,187591.67
OR,219016.67
NC,164458.33
LA,55700
NC,77016.67
PA,129900
VA,121333.33
IN,79141.67
IL,78808.33
VA,175408.33
GA,123425
GA,104741.67
IL,243825
MS,84716.67
KY,97225
IN,156883.33
IN,85391.67
MO,21933.33
MO,87458.33
NC,135491.67
CT,259016.67
PA,91141.67
MN,83500
AL,92800
AL,97141.67
ME,179683.33
OH,108425
WI,233791.67
MN,257708.33
VA,368583.33
LA,209575
PA,100058.33
MI,99433.33
NY,110950
NY,103691.67
TN,117316.67
TX,116041.67
MI,187200
NJ,145883.33
PA,216725
WV,113825
TN,66933.33
LA,74908.33
TX,59408.33
VA,185591.67
WI,105691.67
MN,163316.67
KS,148066.67
TN,136258.33
HI,758575
MA,388783.33
MN,167608.33
VT,146533.33
WI,128266.67
KS,181025
UT,203766.67
PA,82233.33
PA,119958.33
AL,80866.67
TN,153025
IA,142091.67
PA,189391.67
TN,128983.33
MS,117375
MN,161991.67
CA,490375
MA,240108.33
CA,186108.33
NC,267108.33
OH,102158.33
OH,177300
MI,125941.67
FL,153966.67
FL,160633.33
NY,112533.33
PA,56400
IN,109300
MN,207508.33
MN,301383.33
PA,80758.33
MD,179500
VA,278891.67
NC,70000
FL,363683.33
NJ,352225
PA,150775
KY,148750
WI,183866.67
PA,69550
OH,188491.67
WI,262658.33
MO,94733.33
UT,216725
NY,150608.33
NC,142516.67
KY,160783.33
CO,274733.33
MN,214741.67
KS,79925
MS,130725
MA,449900
OH,107716.67
LA,202008.33
PA,88583.33
IN,96075
OR,324683.33
MO,102508.33
OK,53791.67
NJ,721333.33
NY,168466.67
VA,80725
MI,126300
CA,790433.33
MA,198325
WI,172016.67
NY,90175
PA,66633.33
OR,258075
PA,77616.67
WI,260425
GA,92250
VA,99450
GA,179091.67
WA,2783291.67
TN,83433.33
IN,162858.33
MT,159300
NY,126750
KY,134000
AR,137183.33
LA,72625
MA,616433.33
NJ,258366.67
CO,342858.33
VA,326566.67
GA,218850
MN,288816.67
KS,134091.67
CA,485350
PA,203075
OH,125341.67
UT,233816.67
OR,346575
SC,24366.67
IA,100133.33
NY,664383.33
IN,178583.33
MI,253950
CA,154991.67
NJ,543041.67
AR,88633.33
OR,175791.67
NJ,294341.67
IN,142558.33
IN,107666.67
CA,297916.67
HI,376983.33
NY,181275
VT,143716.67
NY,480225
MI,98783.33
NY,128950
IN,99833.33
PA,273091.67
PA,217000
OH,115900
MI,211841.67
TX,134283.33
TX,249133.33
NJ,792500
MD,292925
GA,208900
MS,99016.67
WA,280066.67
KY,204716.67
VT,230033.33
MN,110133.33
IL,75633.33
OK,85650
OH,275758.33
OH,84591.67
MI,89333.33
WI,179391.67
MN,218875
MO,67608.33
NV,309183.33
NJ,262966.67
VA,199733.33
MI,147275
WI,119408.33
PA,74133.33
IL,49241.67
TX,114591.67
NJ,269366.67
NY,285350
TX,107800
CA,335550
NH,246950
NY,101075
WI,237125
NY,160891.67
VA,282691.67
NC,139266.67
OH,103591.67
IL,120841.67
NV,212633.33
WA,396975
NY,187316.67
PA,184466.67
IN,76975
OH,129766.67
IN,148900
WA,319125
MN,123275
KS,61900
TX,144625
CA,311925
OH,97316.67
WI,132825
OH,96391.67
IN,139083.33
MT,188300
WI,347775
IL,51083.33
TX,64816.67
PA,308875
NJ,781833.33
MD,340775
MN,136266.67
ME,85183.33
IL,221991.67
NY,91216.67
FL,265866.67
MI,172925
WI,400983.33
ME,350516.67
NY,294708.33
VA,546808.33
IL,46491.67
CO,357158.33
NY,120166.67
WV,134333.33
TN,195475
WI,281508.33
MI,419791.67
WI,140125
IL,176633.33
KS,78850
VA,876033.33
MI,109708.33
MA,198358.33
ME,195166.67
WI,220316.67
TX,195950
CA,139850
PA,115833.33
MD,451366.67
OH,188191.67
KS,64716.67
MA,311900
MN,179625
IL,172733.33
NY,110400
PA,98166.67
GA,139416.67
LA,90600
OK,40275
TN,128616.67
TX,39108.33
OH,129508.33
PA,124683.33
MI,138750
TX,126658.33
TN,179250
TN,87491.67
NY,143750
PA,127850
OH,149550
OH,127675
WI,154666.67
AL,89408.33
NC,265216.67
SC,726041.67
IN,175341.67
MO,384900
AR,122866.67
TN,89300
NY,108500
UT,297175
ME,126158.33
ND,324216.67
CA,153516.67
MO,53175
NY,99241.67
WV,62625
OH,161816.67
TX,78775
MO,182766.67
OK,52508.33
NJ,1867350
MD,264841.67
PA,106641.67
IN,105983.33
NV,329250
IL,142950
TX,177791.67
TX,125208.33
CA,227500
IN,77508.33
MI,165791.67
LA,71108.33
CA,342725
VT,181500
GA,186466.67
FL,249775
MS,124608.33
MI,115541.67
MN,157533.33
NC,150900
IA,87491.67
CT,285008.33
PA,93033.33
OH,136158.33
NY,145258.33
NY,69716.67
NC,81350
OH,471400
VA,235216.67
MI,229925
WI,154650
NY,118433.33
OH,114241.67
LA,140900
OR,317908.33
NJ,280675
PA,87383.33
MD,251125
OK,102625
AZ,62350
AZ,175500
VA,224683.33
FL,87500
MS,95050
AR,99341.67
WI,174900
WI,249691.67
MN,151025
LA,69208.33
MO,150416.67
TX,76733.33
WA,256758.33
NM,288083.33
MD,280541.67
MA,330658.33
TN,115116.67
WI,178866.67
IA,155658.33
OH,121000
CA,251375
MA,341383.33
NY,85808.33
PA,226575
IN,100566.67
WI,207275
IL,61116.67
NY,76058.33
GA,174133.33
KS,148216.67
KS,99650
NY,132133.33
MD,166583.33
NJ,368141.67
PA,271258.33
TN,174241.67
MO,219141.67
CA,370408.33
IN,128500
NY,249408.33
PA,350333.33
WI,215516.67
MD,169133.33
OH,121933.33
IA,81916.67
LA,63475
PA,56858.33
IN,143025
CA,782175
WA,219750
VT,207216.67
VT,155275
PA,130866.67
WI,191400
KS,52966.67
UT,227983.33
NM,99241.67
IN,144966.67
MN,346241.67
SC,215283.33
WI,94816.67
WI,155816.67
MN,221541.67
IL,156366.67
OR,457541.67
MI,100891.67
MN,184633.33
ME,187958.33
CT,406216.67
OH,110333.33
CO,2963341.67
GA,179966.67
TN,228508.33
OK,82158.33
MO,90925
OR,323133.33
WA,426433.33
NC,115641.67
IN,161541.67
MI,169083.33
NY,223116.67
NY,161116.67
VA,240158.33
OH,125575
WI,187991.67
OK,123150
CA,1002208.33
NJ,230700
PA,89741.67
PA,139966.67
ID,228983.33
FL,250558.33
FL,117391.67
KY,163525
IN,168983.33
IL,89091.67
NY,372433.33
NC,147058.33
WI,212991.67
AZ,311483.33
WA,436783.33
NY,140283.33
SC,205108.33
GA,92225
MN,319558.33
NY,69291.67
IA,122741.67
KS,178108.33
TX,77550
CO,321183.33
MI,93208.33
MO,109666.67
MT,253358.33
MA,213708.33
PA,157958.33
IN,111233.33
NH,231933.33
PA,126158.33
PA,93525
LA,90041.67
AL,96566.67
PA,133925
MI,175291.67
MO,171191.67
MO,151116.67
MI,167308.33
MI,155383.33
MN,150091.67
MN,163608.33
HI,239583.33
PA,70450
PA,138566.67
OH,180841.67
MI,207883.33
TX,94800
TX,74600
CA,268216.67
IN,169450
RI,1189191.67
TN,80775
NY,348158.33
OH,257408.33
IN,174125
VA,199033.33
WV,90483.33
GA,315558.33
MS,87216.67
WI,130300
MA,364583.33
PA,214066.67
IN,58400
MT,139950
AR,80700
NY,298150
FL,155408.33
IN,158291.67
MO,112116.67
OH,168233.33
MO,87241.67
NY,108566.67
MD,327683.33
KY,149100
MT,386108.33
MO,173475
CO,671041.67
MA,222375
FL,133541.67
OH,122733.33
OH,129533.33
OH,144508.33
OH,194733.33
VT,109200
NH,251800
NY,145725
TN,235800
KY,106733.33
CO,364850
ME,200216.67
PA,114400
VA,252375
NC,54558.33
OH,111608.33
MN,174958.33
TN,104016.67
IA,92091.67
OK,84808.33
TX,282883.33
VA,111883.33
IA,306183.33
WI,117516.67
OK,109475
NV,327716.67
CA,214350
NC,186791.67
MI,129883.33
WI,264216.67
LA,88900
NH,347858.33
NJ,287741.67
NJ,300125
IN,157633.33
WI,149250
OR,249983.33
NH,248475
ME,316275
MN,126891.67
IN,100208.33
NC,164316.67
WI,92050
OK,119041.67
NJ,1041391.67
AL,57775
MN,139066.67
TX,74833.33
NC,188716.67
IL,78166.67
NC,168833.33
MS,114983.33
PA,149000
IA,211091.67
GA,123733.33
OH,89058.33
TN,128600
NE,243750
PA,139300
WV,77125
PA,385908.33
MN,211091.67
VA,59550
VA,147158.33
GA,107275
IL,131800
MO,98616.67
LA,138091.67
NY,253525
IN,94575
MN,142325
HI,229225
VA,262183.33
MA,794008.33
WV,85250
MN,200308.33
MN,254416.67
MA,432700
PA,145108.33
PA,136583.33
TX,130475
ME,216150
VT,221816.67
KY,70958.33
IN,99925
IA,239950
MN,343908.33
TX,107100
OH,117091.67
OH,83425
PA,208275
SC,176608.33
OH,70941.67
MN,221500
ID,300166.67
NH,202908.33
ME,149091.67
GA,144675
OH,216941.67
LA,142150
PA,196841.67
CT,191783.33
VA,361758.33
IN,141550
IN,119741.67
MI,180583.33
NJ,246525
GA,86975
OH,98216.67
WI,128741.67
PA,174933.33
VA,317283.33
NC,101183.33
SC,50150
IA,243075
NH,156758.33
PA,83683.33
NY,145466.67
NY,96783.33
VA,189283.33
ID,152683.33
PA,153983.33
VA,239508.33
WI,99025
NM,114741.67
CA,369891.67
PA,61283.33
PA,150750
PA,171158.33
WI,125550
OK,87691.67
NY,235250
NY,121741.67
GA,203200
IN,140866.67
MN,148008.33
OK,95200
IL,145266.67
CT,248450
TN,156508.33
MS,87891.67
IL,143150
OK,48166.67
TX,170433.33
TX,64966.67
CO,235275
NY,190641.67
MO,223908.33
AR,74416.67
AZ,162825
WI,163691.67
GA,153533.33
UT,195850
OR,211983.33
CO,285933.33
OH,97950
IL,138358.33
ID,288133.33
CA,608208.33
MD,358283.33
MD,317766.67
WA,239008.33
PA,238575
AL,108550
AL,88016.67
WI,112866.67
AZ,156016.67
SC,369941.67
OH,93700
NH,344875
MD,365033.33
MN,299966.67
CA,200441.67
MD,504025
OH,124275
IN,114000
CA,996058.33
MD,643833.33
SC,84800
IA,191416.67
MI,94208.33
MO,107508.33
OK,294816.67
OR,412616.67
WA,306825
CT,236525
NY,290400
GA,100716.67
MN,75341.67
IL,131991.67
TX,123691.67
NY,311083.33
OH,133050
IN,95133.33
WI,149841.67
MT,361258.33
PA,220566.67
MS,88625
TX,382141.67
PA,128391.67
NY,151966.67
OH,133441.67
NH,246158.33
MI,139575
MS,99891.67
IA,215641.67
ND,137900
TX,133525
NH,73166.67
OH,162958.33
MN,227916.67
KS,92866.67
NC,123608.33
GA,97475
IA,136000
IA,162450
OK,188991.67
NY,237375
NY,103008.33
OH,154458.33
MN,202066.67
MO,100666.67
AR,142591.67
TX,77858.33
TX,107900
WI,302975
LA,106858.33
TX,352108.33
NY,408058.33
GA,79725
MI,146541.67
NY,88300
NY,72508.33
KS,144241.67
NY,1751666.67
PA,232366.67
MA,1519533.33
IA,88200
NE,251525
TX,149708.33
AR,94833.33
WY,180708.33
TN,95958.33
IA,81291.67
KS,223216.67
TX,78283.33
VT,198225
NC,81416.67
PA,82141.67
PA,70866.67
VA,336075
OH,124625
NC,173475
GA,169950
TX,91808.33
TN,85683.33
MI,77900
KS,100441.67
NY,188816.67
FL,210933.33
UT,291141.67
OH,70700
VA,191300
GA,257975
CA,177800
OH,135033.33
MN,159650
CA,1251858.33
OH,246275
CA,1211066.67
NY,130883.33
GA,152925
TN,60191.67
OH,138191.67
WI,229833.33
AR,127375
CO,271900
MS,112800
IN,199825
AR,101100
NJ,986533.33
NY,126375
OH,97358.33
NY,687041.67
NY,2557600
MD,267400
MN,93400
MS,67533.33
NY,96316.67
AK,418433.33
IL,176275
NH,407508.33
VT,184008.33
PA,189966.67
OH,142891.67
MO,78908.33
CA,195241.67
HI,496041.67
MA,495675
NC,72091.67
TN,35575
MT,242341.67
MI,148375
MI,104575
MO,101791.67
TX,71925
NY,461225
TN,55791.67
MD,179550
KS,156875
NY,250941.67
IN,78883.33
NY,119158.33
NC,186958.33
OK,72433.33
NY,164441.67
OK,70183.33
FL,2029708.33
MS,83241.67
OH,176333.33
MI,114866.67
MI,126183.33
IL,127950
NY,119775
NC,207766.67
IA,139008.33
ND,97583.33
WA,254491.67
ME,169950
NY,884308.33
MI,71941.67
MN,190941.67
WY,219350
MA,201916.67
MN,204716.67
CO,427308.33
MS,96200
KS,174858.33
NY,75125
PA,220433.33
PA,148216.67
FL,265116.67
TN,143833.33
IN,98716.67
IL,158691.67
OR,432475
NH,148133.33
OH,123216.67
MI,166216.67
LA,213891.67
GA,115025
CA,136708.33
ME,608416.67
NJ,1747116.67
AL,111158.33
NY,239441.67
PA,161691.67
MO,122050
UT,189875
ID,171808.33
ME,208808.33
NJ,1197108.33
MD,303916.67
VA,199866.67
KY,154141.67
NY,93566.67
NY,96808.33
GA,292416.67
KS,204591.67
OH,95508.33
WI,124391.67
TX,132891.67
NJ,471925
NY,79750
NY,105433.33
FL,199891.67
TX,259533.33
CA,159258.33
NC,163850
NC,124075
MT,347783.33
TX,71566.67
TX,72866.67
WI,89275
KS,135058.33
ME,419250
PA,150141.67
IN,69258.33
MT,295558.33
MO,124275
PA,92208.33
MI,108666.67
NY,54658.33
IA,270966.67
IL,157641.67
PA,250991.67
TN,238133.33
NJ,138433.33
MD,385500
OH,157675
MT,124850
IL,93541.67
LA,202241.67
OR,332958.33
NY,86158.33
PA,176350
MN,384625
NH,191166.67
OH,155791.67
IN,82091.67
CA,556583.33
MA,268916.67
NC,62600
KS,69700
WA,325433.33
NH,359100
TX,81008.33
ME,202850
NJ,282908.33
TN,82275
PA,134150
KS,52408.33
TX,202708.33
AZ,80933.33
PA,155300
PA,183491.67
IN,229091.67
OR,165366.67
NY,165408.33
NC,108683.33
WI,241333.33
LA,97841.67
NJ,236683.33
NC,106991.67
NY,55150
IN,88091.67
NC,321008.33
AL,173258.33
AL,289350
IA,118541.67
NH,188733.33
MI,131791.67
WI,194816.67
PA,56833.33
WV,156358.33
NC,409316.67
AR,79266.67
OR,241266.67
IL,187650
PA,78666.67
TN,67541.67
MI,170308.33
OK,70966.67
NY,125516.67
IN,110650
MT,152891.67
PA,96433.33
KY,111625
OH,106025
WI,92441.67
AZ,119575
WI,115800
NH,179775
VA,89500
MS,86150
NJ,128900
PA,114283.33
NY,213108.33
OR,326033.33
NY,86733.33
CA,165133.33
FL,358666.67
MN,512875
MN,119650
KS,102508.33
NY,285400
PA,184291.67
MD,173741.67
KS,143675
CA,276041.67
NC,134216.67
FL,114058.33
TN,89100
MI,161608.33
MA,252016.67
GA,140291.67
TN,66741.67
NJ,344658.33
CO,335816.67
NY,135225
IA,124266.67
WI,97383.33
ND,94408.33
OR,260883.33
WA,219191.67
IA,266458.33
MN,466800
VT,183091.67
OH,84516.67
NY,86100
PA,111866.67
PA,298483.33
CA,180050
VA,352050
IA,140716.67
TX,289608.33
MA,313808.33
MA,279691.67
CO,284275
OR,147400
MA,220966.67
PA,88525
GA,134575
OH,109658.33
OH,115016.67
IA,132766.67
NY,120050
MA,484641.67
NC,173708.33
GA,176875
MS,92691.67
KS,72008.33
TX,137525
TX,166833.33
SC,1849866.67
MN,205741.67
AR,247583.33
OK,129825
CA,417225
HI,660208.33
WA,293983.33
NJ,182108.33
TN,90791.67
MO,118391.67
KY,150391.67
IL,216166.67
RI,245050
PA,110833.33
KY,181425
OH,150091.67
MD,335891.67
IN,76383.33
IL,208075
MA,319175
NJ,260575
IL,105458.33
NY,306233.33
PA,185916.67
NY,239783.33
TN,102800
IA,155841.67
OR,521400
CO,178483.33
ID,253541.67
MI,65466.67
TX,90650
NY,2171941.67
TN,78683.33
IA,183825
OR,444616.67
PA,77483.33
OH,170033.33
IN,81983.33
IL,238991.67
MO,142308.33
KS,65766.67
CA,282758.33
NH,179691.67
PA,115741.67
NY,228375
PA,155291.67
OK,93500
RI,358625
OH,129583.33
IN,175425
TX,225158.33
TN,116525
SD,255133.33
MA,205858.33
WI,167500
MD,652408.33
CT,199791.67
NY,1117558.33
NY,129450
PA,251616.67
IN,111950
KS,64358.33
OR,422433.33
OR,302416.67
NJ,655483.33
VA,275750
KY,132008.33
MI,335000
WY,236091.67
WA,110183.33
VT,159200
AR,66958.33
MI,76641.67
MA,214800
OH,138900
MI,99966.67
MN,205408.33
OR,158641.67
MD,200916.67
MN,113525
KS,163383.33
OK,323425
VT,209091.67
NJ,159258.33
NY,239350
NC,139441.67
MD,254641.67
KS,93300
SC,606641.67
IN,89866.67
MN,97066.67
AZ,113766.67
MO,111725
KS,93216.67
GA,162216.67
IA,90533.33
MN,398991.67
IN,162983.33
NE,170283.33
VA,192175
OH,141200
IA,236400
NE,93483.33
WI,256366.67
WA,237400
PA,89683.33
NC,222425
MI,163691.67
NC,146316.67
KY,177583.33
OH,112166.67
WI,191258.33
NY,92083.33
PA,128450
IN,85208.33
WI,233075
MN,93591.67
NM,124158.33
NJ,300700
TN,151783.33
MI,189516.67
AZ,158491.67
CA,144983.33
MI,121633.33
IA,160575
OK,81616.67
CA,402816.67
KS,144975
MA,247841.67
OH,92866.67
OH,137458.33
MI,55150
MT,157000
PA,160058.33
DE,297875
VA,214300
VA,109250
WI,202408.33
IL,149133.33
PA,177958.33
NC,172391.67
WI,164766.67
MO,63641.67
